Number,Name,Country,Region,Type,Activity Evidence,Last Known Eruption,Latitude,Longitude,Elevation (Meters),Tectonic Setting
273031,Masaraga,Philippines,Philippines and SE Asia,Stratovolcano,Evidence Credible,Unknown,13.32,123.6,1328,Subduction Zone / Continental Crust (>25 km)
273041,Iriga,Philippines,Philippines and SE Asia,Stratovolcano,Evidence Credible,Unknown,13.457,123.457,1196,Subduction Zone / Continental Crust (>25 km)
273042,Isarog,Philippines,Philippines and SE Asia,Stratovolcano,Eruption Dated,3500 BCE,13.658,123.38,1966,Subduction Zone / Continental Crust (>25 km)
273044,Malindig,Philippines,Philippines and SE Asia,Stratovolcano,Evidence Credible,Unknown,13.24,122.018,1157,Subduction Zone / Continental Crust (>25 km)
273050,Banahaw,Philippines,Philippines and SE Asia,Complex,Evidence Credible,Unknown,14.07,121.48,2158,Subduction Zone / Continental Crust (>25 km)
273060,San Pablo Volcanic Field,Philippines,Philippines and SE Asia,Stratovolcano,Eruption Dated,1350 CE,14.12,121.3,1090,Subduction Zone / Continental Crust (>25 km)
273070,Taal,Philippines,Philippines and SE Asia,Caldera,Eruption Observed,1977 CE,14.002,120.993,311,Subduction Zone / Continental Crust (>25 km)
273080,Laguna Caldera,Philippines,Philippines and SE Asia,Caldera,Unrest / Holocene,Unknown,14.42,121.27,743,Subduction Zone / Continental Crust (>25 km)
273081,Mariveles,Philippines,Philippines and SE Asia,Stratovolcano,Eruption Dated,2050 BCE,14.52,120.47,1388,Subduction Zone / Continental Crust (>25 km)
273082,Natib,Philippines,Philippines and SE Asia,Stratovolcano,Evidence Uncertain,Unknown,14.72,120.4,1253,Subduction Zone / Continental Crust (>25 km)
273083,Pinatubo,Philippines,Philippines and SE Asia,Stratovolcano,Eruption Observed,1993 CE,15.13,120.35,1486,Subduction Zone / Continental Crust (>25 km)
273084,Arayat,Philippines,Philippines and SE Asia,Stratovolcano,Evidence Uncertain,Unknown,15.2,120.742,1026,Subduction Zone / Continental Crust (>25 km)
273085,Amorong,Philippines,Philippines and SE Asia,Lava dome ,Unrest / Holocene,Unknown,15.828,120.805,376,Subduction Zone / Continental Crust (>25 km)
273086,Santo Tomas,Philippines,Philippines and SE Asia,Stratovolcano,Unrest / Pleistocene,Unknown,16.33,120.55,2260,Subduction Zone / Continental Crust (>25 km)
273087,Patoc,Philippines,Philippines and SE Asia,Stratovolcano,Unrest / Holocene,Unknown,17.147,120.98,1865,Subduction Zone / Continental Crust (>25 km)
273088,Ambalatungan Group,Philippines,Philippines and SE Asia,Compound,Unrest / Holocene,Unknown,17.32,121.1,2329,Subduction Zone / Continental Crust (>25 km)
273090,Cagua,Philippines,Philippines and SE Asia,Stratovolcano,Eruption Observed,1860 CE,18.222,122.123,1133,Subduction Zone / Continental Crust (>25 km)
273801,Malinao,Philippines,Philippines and SE Asia,Stratovolcano,Unrest / Pleistocene,Unknown,13.416,123.608,1548,Subduction Zone / Continental Crust (>25 km)
273804,Labo,Philippines,Philippines and SE Asia,Compound,Unrest / Pleistocene,Unknown,14.02,122.792,1544,Subduction Zone / Continental Crust (>25 km)
273806,Panay,Philippines,Philippines and SE Asia,Stratovolcano,Unrest / Pleistocene,Unknown,13.723,120.893,501,Subduction Zone / Continental Crust (>25 km)
274010,Camiguin de Babuyanes,Philippines,Philippines and SE Asia,Stratovolcano,Eruption Observed,1857 CE,18.83,121.86,712,Subduction Zone / Crust Thickness Unknown
274020,Didicas,Philippines,Philippines and SE Asia,Compound,Eruption Observed,1978 CE,19.077,122.202,228,Subduction Zone / Crust Thickness Unknown
274030,Babuyan Claro,Philippines,Philippines and SE Asia,Stratovolcano  ,Eruption Observed,1924 CE,19.523,121.94,1080,Subduction Zone / Crust Thickness Unknown
274050,Unnamed,Philippines,Philippines and SE Asia,Submarine,Eruption Observed,1854 CE,20.33,121.75,-24,Subduction Zone / Crust Thickness Unknown
274060,Iraya,Philippines,Philippines and SE Asia,Stratovolcano,Eruption Observed,1454 CE,20.469,122.01,1009,Subduction Zone / Crust Thickness Unknown
275001,Hainan Dao,China,Philippines and SE Asia,Pyroclastic cone ,Eruption Observed,1933 CE,19.7,110.1,0,Intraplate / Continental Crust (>25 km)
275010,Leizhou Bandao,China,Philippines and SE Asia,Volcanic field,Evidence Credible,Unknown,20.78,110.17,259,Intraplate / Continental Crust (>25 km)
275020,Cu-Lao Re Group,Vietnam,Philippines and SE Asia,Volcanic field,Evidence Credible,Unknown,15.38,109.12,181,Intraplate / Continental Crust (>25 km)
275030,Toroeng Prong,Vietnam,Philippines and SE Asia,Pyroclastic cone,Evidence Uncertain,Unknown,14.93,108,800,Intraplate / Continental Crust (>25 km)
275040,Haut Dong Nai,Vietnam,Philippines and SE Asia,Volcanic field,Evidence Uncertain,Unknown,11.6,108.2,1000,Intraplate / Continental Crust (>25 km)
275050,Bas Dong Nai,Vietnam,Philippines and SE Asia,Volcanic field,Evidence Uncertain,Unknown,10.8,107.2,392,Intraplate / Continental Crust (>25 km)
275060,"Cendres, Ile des",Vietnam,Philippines and SE Asia,Submarine,Eruption Observed,1923 CE,10.158,109.014,-20,Intraplate / Continental Crust (>25 km)
275070,Veteran,Vietnam,Philippines and SE Asia,Submarine,Unrest / Holocene,Unknown,9.83,109.05,0,Intraplate / Continental Crust (>25 km)
275080,Popa,Burma (Myanmar),Philippines and SE Asia,Stratovolcano,Eruption Dated,442 BCE,20.92,95.25,1518,Intraplate / Continental Crust (>25 km)
275090,Lower Chindwin,Burma (Myanmar),Philippines and SE Asia,Volcanic field,Evidence Uncertain,Unknown,22.28,95.1,385,Intraplate / Continental Crust (>25 km)
275100,Singu Plateau,Burma (Myanmar),Philippines and SE Asia,Fissure vent ,Evidence Credible,Unknown,22.7,95.98,507,Intraplate / Continental Crust (>25 km)
275110,Tengchong,China,Philippines and SE Asia,Pyroclastic cone ,Eruption Dated,5750 BCE,25.23,98.5,2865,Intraplate / Continental Crust (>25 km)
281020,Unnamed,Taiwan,"Japan, Taiwan, Marianas",Submarine,Evidence Uncertain,Unknown,21.83,121.18,-115,Subduction Zone / Continental Crust (>25 km)
281030,Unnamed,Taiwan,"Japan, Taiwan, Marianas",Submarine,Eruption Observed,1853 CE,24,121.83,0,Subduction Zone / Continental Crust (>25 km)
281031,Kueishantao,Taiwan,"Japan, Taiwan, Marianas",Stratovolcano,Eruption Observed,1785 CE,24.841,121.953,361,Subduction Zone / Continental Crust (>25 km)
281032,Tatun Group,Taiwan,"Japan, Taiwan, Marianas",Lava dome ,Eruption Dated,648 CE,25.17,121.52,1120,Subduction Zone / Continental Crust (>25 km)
282010,Submarine Volcano NNE of Iriomotejima,Japan,"Japan, Taiwan, Marianas",Submarine,Eruption Observed,1924 CE,24.57,123.93,-200,Subduction Zone / Oceanic Crust (< 15 km)
282020,Io-Torishima,Japan,"Japan, Taiwan, Marianas",Complex,Eruption Observed,1968 CE,27.881,128.223,212,Subduction Zone / Oceanic Crust (< 15 km)
282021,Yokoate-jima,Japan,"Japan, Taiwan, Marianas",Stratovolcano  ,Eruption Observed,1835 CE,28.797,128.997,495,Subduction Zone / Oceanic Crust (< 15 km)
282022,Akuseki-jima,Japan,"Japan, Taiwan, Marianas",Stratovolcano  ,Evidence Uncertain,Unknown,29.461,129.597,584,Subduction Zone / Oceanic Crust (< 15 km)
282030,Suwanosejima,Japan,"Japan, Taiwan, Marianas",Stratovolcano  ,Eruption Observed,2016 CE,29.638,129.714,796,Subduction Zone / Oceanic Crust (< 15 km)
282040,Nakanoshima,Japan,"Japan, Taiwan, Marianas",Stratovolcano  ,Eruption Observed,1914 CE,29.859,129.857,979,Subduction Zone / Oceanic Crust (< 15 km)
282041,Kogaja-jima,Japan,"Japan, Taiwan, Marianas",Lava dome ,Evidence Uncertain,Unknown,29.879,129.625,301,Subduction Zone / Oceanic Crust (< 15 km)
282043,Kuchinoshima,Japan,"Japan, Taiwan, Marianas",Stratovolcano  ,Eruption Dated,1190 CE,29.968,129.926,628,Subduction Zone / Oceanic Crust (< 15 km)
282050,Kuchinoerabujima,Japan,"Japan, Taiwan, Marianas",Stratovolcano  ,Eruption Observed,2015 CE,30.443,130.217,657,Subduction Zone / Oceanic Crust (< 15 km)
282060,Kikai,Japan,"Japan, Taiwan, Marianas",Caldera,Eruption Observed,2013 CE,30.789,130.308,704,Subduction Zone / Oceanic Crust (< 15 km)
282070,Ata,Japan,"Japan, Taiwan, Marianas",Caldera ,Eruption Observed,885 CE,31.22,130.57,924,Subduction Zone / Continental Crust (>25 km)
282080,Aira,Japan,"Japan, Taiwan, Marianas",Caldera,Eruption Observed,2016 CE,31.593,130.657,1117,Subduction Zone / Continental Crust (>25 km)
282081,Yonemaru-Sumiyoshiike,Japan,"Japan, Taiwan, Marianas",Maar ,Eruption Dated,6200 BCE,31.771,130.592,40,Subduction Zone / Continental Crust (>25 km)
282090,Kirishimayama,Japan,"Japan, Taiwan, Marianas",Shield,Eruption Observed,2011 CE,31.934,130.862,1700,Subduction Zone / Continental Crust (>25 km)
282091,Fukue,Japan,"Japan, Taiwan, Marianas",Shield ,Eruption Dated,400 BCE,32.657,128.849,315,Subduction Zone / Continental Crust (>25 km)
282100,Unzendake,Japan,"Japan, Taiwan, Marianas",Complex,Eruption Observed,1996 CE,32.761,130.299,1483,Subduction Zone / Continental Crust (>25 km)
282110,Asosan,Japan,"Japan, Taiwan, Marianas",Caldera,Eruption Observed,2016 CE,32.884,131.104,1592,Subduction Zone / Continental Crust (>25 km)
282120,Kujusan,Japan,"Japan, Taiwan, Marianas",Stratovolcano  ,Eruption Observed,1996 CE,33.086,131.249,1791,Subduction Zone / Continental Crust (>25 km)
282130,Yufu-Tsurumi,Japan,"Japan, Taiwan, Marianas",Lava dome ,Eruption Observed,867 CE,33.282,131.39,1584,Subduction Zone / Continental Crust (>25 km)
283001,Abu,Japan,"Japan, Taiwan, Marianas",Shield ,Eruption Dated,6850 BCE,34.5,131.6,641,Subduction Zone / Continental Crust (>25 km)
283002,Sanbesan,Japan,"Japan, Taiwan, Marianas",Stratovolcano,Eruption Dated,650 CE,35.139,132.621,1126,Subduction Zone / Continental Crust (>25 km)
283003,Oki-Dogo,Japan,"Japan, Taiwan, Marianas",Shield,Evidence Credible,Unknown,36.176,133.334,151,Subduction Zone / Continental Crust (>25 km)
283010,Izu-Tobu,Japan,"Japan, Taiwan, Marianas",Pyroclastic cone ,Eruption Observed,1989 CE,34.9,139.098,1406,Subduction Zone / Continental Crust (>25 km)
283020,Hakoneyama,Japan,"Japan, Taiwan, Marianas",Complex,Eruption Dated,2015 CE,35.233,139.021,1438,Subduction Zone / Continental Crust (>25 km)
283030,Fujisan,Japan,"Japan, Taiwan, Marianas",Stratovolcano,Eruption Observed,1708 CE,35.361,138.728,3776,Subduction Zone / Continental Crust (>25 km)
283031,Yokodake,Japan,"Japan, Taiwan, Marianas",Stratovolcano  ,Eruption Dated,1200 CE,36.087,138.32,2480,Subduction Zone / Continental Crust (>25 km)
283040,Ontakesan,Japan,"Japan, Taiwan, Marianas",Complex,Eruption Observed,2014 CE,35.893,137.48,3067,Subduction Zone / Continental Crust (>25 km)
283050,Hakusan,Japan,"Japan, Taiwan, Marianas",Stratovolcano,Eruption Observed,1659 CE,36.155,136.771,2702,Subduction Zone / Continental Crust (>25 km)
283060,Norikuradake,Japan,"Japan, Taiwan, Marianas",Stratovolcano  ,Eruption Dated,50 BCE,36.106,137.554,3026,Subduction Zone / Continental Crust (>25 km)
283069,Akandanayama,Japan,"Japan, Taiwan, Marianas",Stratovolcano,Evidence Credible,Unknown,36.2,137.573,2109,
283070,Yakedake,Japan,"Japan, Taiwan, Marianas",Stratovolcano  ,Eruption Observed,1995 CE,36.227,137.587,2455,Subduction Zone / Continental Crust (>25 km)
283071,Washiba-Kumonotaira,Japan,"Japan, Taiwan, Marianas",Shield ,Evidence Credible,Unknown,36.408,137.594,2924,Subduction Zone / Continental Crust (>25 km)
283080,Midagahara,Japan,"Japan, Taiwan, Marianas",Stratovolcano,Eruption Observed,1839 CE,36.571,137.59,2621,Subduction Zone / Continental Crust (>25 km)
283090,Niigata-Yakeyama,Japan,"Japan, Taiwan, Marianas",Lava dome,Eruption Observed,1998 CE,36.921,138.036,2400,Subduction Zone / Continental Crust (>25 km)
283100,Myokosan,Japan,"Japan, Taiwan, Marianas",Stratovolcano,Eruption Dated,750 BCE,36.891,138.114,2454,Subduction Zone / Continental Crust (>25 km)
283110,Asamayama,Japan,"Japan, Taiwan, Marianas",Complex,Eruption Observed,2015 CE,36.406,138.523,2568,Subduction Zone / Continental Crust (>25 km)
283120,Kusatsu-Shiranesan,Japan,"Japan, Taiwan, Marianas",Stratovolcano  ,Eruption Observed,1983 CE,36.618,138.528,2165,Subduction Zone / Continental Crust (>25 km)
283121,Shiga,Japan,"Japan, Taiwan, Marianas",Shield ,Evidence Uncertain,Unknown,36.688,138.519,2041,Subduction Zone / Continental Crust (>25 km)
283122,Harunasan,Japan,"Japan, Taiwan, Marianas",Stratovolcano,Eruption Dated,550 CE,36.477,138.851,1449,Subduction Zone / Continental Crust (>25 km)
283130,Akagisan,Japan,"Japan, Taiwan, Marianas",Stratovolcano,Evidence Uncertain,Unknown,36.56,139.193,1828,Subduction Zone / Continental Crust (>25 km)
283131,Hiuchigatake,Japan,"Japan, Taiwan, Marianas",Stratovolcano,Eruption Observed,1544 CE,36.955,139.285,2356,Subduction Zone / Continental Crust (>25 km)
283140,Nikko-Shiranesan,Japan,"Japan, Taiwan, Marianas",Shield,Eruption Observed,1952 CE,36.799,139.376,2578,Subduction Zone / Continental Crust (>25 km)
283141,Nantai,Japan,"Japan, Taiwan, Marianas",Stratovolcano,Eruption Dated,9540 BCE,36.762,139.494,2486,Subduction Zone / Continental Crust (>25 km)
283142,Omanago Group,Japan,"Japan, Taiwan, Marianas",Lava dome ,Eruption Dated,3050 BCE,36.795,139.507,2341,Subduction Zone / Continental Crust (>25 km)
283143,Takaharayama,Japan,"Japan, Taiwan, Marianas",Stratovolcano,Eruption Dated,4570 BCE,36.9,139.777,1795,Subduction Zone / Continental Crust (>25 km)
283150,Nasudake,Japan,"Japan, Taiwan, Marianas",Stratovolcano  ,Eruption Observed,1963 CE,37.125,139.963,1915,Subduction Zone / Continental Crust (>25 km)
283151,Numazawa,Japan,"Japan, Taiwan, Marianas",Shield,Eruption Dated,3400 BCE,37.444,139.566,835,Subduction Zone / Continental Crust (>25 km)
283160,Bandaisan,Japan,"Japan, Taiwan, Marianas",Stratovolcano,Eruption Observed,1888 CE,37.601,140.072,1816,Subduction Zone / Continental Crust (>25 km)
283170,Adatarayama,Japan,"Japan, Taiwan, Marianas",Stratovolcano  ,Eruption Observed,1996 CE,37.647,140.281,1728,Subduction Zone / Continental Crust (>25 km)
283180,Azumayama,Japan,"Japan, Taiwan, Marianas",Stratovolcano  ,Eruption Observed,1977 CE,37.735,140.244,1949,Subduction Zone / Continental Crust (>25 km)
283190,Zaozan,Japan,"Japan, Taiwan, Marianas",Complex,Eruption Observed,1940 CE,38.144,140.44,1841,Subduction Zone / Continental Crust (>25 km)
283191,Hijiori,Japan,"Japan, Taiwan, Marianas",Caldera,Evidence Credible,Unknown,38.599,140.162,552,Subduction Zone / Continental Crust (>25 km)
283200,Naruko,Japan,"Japan, Taiwan, Marianas",Caldera,Eruption Observed,837 CE,38.729,140.734,470,Subduction Zone / Continental Crust (>25 km)
283210,Kurikomayama,Japan,"Japan, Taiwan, Marianas",Stratovolcano,Eruption Observed,1950 CE,38.961,140.788,1627,Subduction Zone / Continental Crust (>25 km)
283220,Chokaisan,Japan,"Japan, Taiwan, Marianas",Stratovolcano  ,Eruption Observed,1974 CE,39.099,140.049,2236,Subduction Zone / Continental Crust (>25 km)
283230,Akita-Komagatake,Japan,"Japan, Taiwan, Marianas",Stratovolcano  ,Eruption Observed,1971 CE,39.761,140.799,1637,Subduction Zone / Continental Crust (>25 km)
283240,Iwatesan,Japan,"Japan, Taiwan, Marianas",Complex,Eruption Observed,1919 CE,39.853,141.001,2038,Subduction Zone / Continental Crust (>25 km)
283250,Hachimantai,Japan,"Japan, Taiwan, Marianas",Stratovolcano,Eruption Dated,5350 BCE,39.958,140.854,1613,Subduction Zone / Continental Crust (>25 km)
283260,Akita-Yakeyama,Japan,"Japan, Taiwan, Marianas",Stratovolcano,Eruption Observed,1997 CE,39.964,140.757,1366,Subduction Zone / Continental Crust (>25 km)
283262,Megata,Japan,"Japan, Taiwan, Marianas",Maar ,Eruption Dated,2050 BCE,39.95,139.73,291,Subduction Zone / Continental Crust (>25 km)
283270,Iwakisan,Japan,"Japan, Taiwan, Marianas",Stratovolcano,Eruption Observed,1863 CE,40.656,140.303,1625,Subduction Zone / Continental Crust (>25 km)
283271,Towada,Japan,"Japan, Taiwan, Marianas",Caldera,Eruption Observed,915 CE,40.51,140.88,1011,Subduction Zone / Continental Crust (>25 km)
283280,Hakkodasan,Japan,"Japan, Taiwan, Marianas",Stratovolcano  ,Eruption Dated,1550 CE,40.659,140.877,1585,Subduction Zone / Continental Crust (>25 km)
283290,Osorezan,Japan,"Japan, Taiwan, Marianas",Stratovolcano,Eruption Observed,1787 CE,41.276,141.124,878,Subduction Zone / Continental Crust (>25 km)
283879,Onikobe,Japan,"Japan, Taiwan, Marianas",Caldera,Unrest / Pleistocene,Unknown,38.83,140.695,769,Subduction Zone / Continental Crust (>25 km)
283892,Mutsu-Hiuchi-dake,Japan,"Japan, Taiwan, Marianas",Stratovolcano,Unrest / Pleistocene,Unknown,41.436,141.056,781,Subduction Zone / Continental Crust (>25 km)
284010,Izu-Oshima,Japan,"Japan, Taiwan, Marianas",Stratovolcano,Eruption Observed,1990 CE,34.724,139.394,758,Subduction Zone / Oceanic Crust (< 15 km)
284011,Toshima,Japan,"Japan, Taiwan, Marianas",Stratovolcano,Eruption Dated,4550 BCE,34.52,139.279,508,Subduction Zone / Oceanic Crust (< 15 km)
284020,Niijima,Japan,"Japan, Taiwan, Marianas",Lava dome ,Eruption Observed,886 CE,34.397,139.27,432,Subduction Zone / Oceanic Crust (< 15 km)
284030,Kozushima,Japan,"Japan, Taiwan, Marianas",Lava dome ,Eruption Observed,838 CE,34.219,139.153,572,Subduction Zone / Oceanic Crust (< 15 km)
284040,Miyakejima,Japan,"Japan, Taiwan, Marianas",Stratovolcano,Eruption Observed,2010 CE,34.094,139.526,775,Subduction Zone / Oceanic Crust (< 15 km)
284041,Mikurajima,Japan,"Japan, Taiwan, Marianas",Stratovolcano,Eruption Dated,4100 BCE,33.874,139.602,851,Subduction Zone / Oceanic Crust (< 15 km)
284042,Kurose Hole,Japan,"Japan, Taiwan, Marianas",Submarine,Evidence Uncertain,Unknown,33.4,139.68,-107,Subduction Zone / Oceanic Crust (< 15 km)
284050,Hachijojima,Japan,"Japan, Taiwan, Marianas",Stratovolcano  ,Eruption Observed,1606 CE,33.137,139.766,854,Subduction Zone / Oceanic Crust (< 15 km)
284060,Aogashima,Japan,"Japan, Taiwan, Marianas",Stratovolcano,Eruption Observed,1785 CE,32.458,139.759,423,Subduction Zone / Oceanic Crust (< 15 km)
284061,Kita-Bayonnaise,Japan,"Japan, Taiwan, Marianas",Submarine,Evidence Uncertain,Unknown,32.1,139.85,-360,Subduction Zone / Oceanic Crust (< 15 km)
284070,Myojinsho,Japan,"Japan, Taiwan, Marianas",Submarine,Eruption Observed,1970 CE,31.888,139.918,11,Subduction Zone / Oceanic Crust (< 15 km)
284080,Sumisujima,Japan,"Japan, Taiwan, Marianas",Submarine,Eruption Observed,1916 CE,31.44,140.051,136,Subduction Zone / Oceanic Crust (< 15 km)
284090,Izu-Torishima,Japan,"Japan, Taiwan, Marianas",Stratovolcano,Eruption Observed,2002 CE,30.484,140.303,394,Subduction Zone / Oceanic Crust (< 15 km)
284091,Sofugan,Japan,"Japan, Taiwan, Marianas",Stratovolcano,Evidence Uncertain,Unknown,29.794,140.342,99,Subduction Zone / Oceanic Crust (< 15 km)
284093,Suiyo Seamount,Japan,"Japan, Taiwan, Marianas",Submarine,Unrest / Holocene,Unknown,28.575,140.633,-991,Subduction Zone / Crust Thickness Unknown
284094,Mokuyo Seamount,Japan,"Japan, Taiwan, Marianas",Submarine,Unrest / Holocene,Unknown,28.327,140.572,-933,Subduction Zone / Crust Thickness Unknown
284095,Doyo Seamount,Japan,"Japan, Taiwan, Marianas",Submarine,Unrest / Holocene,Unknown,27.68,140.8,-590,Subduction Zone / Crust Thickness Unknown
284096,Nishinoshima,Japan,"Japan, Taiwan, Marianas",Caldera,Eruption Observed,2015 CE,27.247,140.874,25,Subduction Zone / Crust Thickness Unknown
284097,Kaikata Seamount,Japan,"Japan, Taiwan, Marianas",Submarine,Unrest / Holocene,Unknown,26.667,140.929,-165,Subduction Zone / Crust Thickness Unknown
284100,Kaitoku Seamount,Japan,"Japan, Taiwan, Marianas",Submarine,Eruption Observed,1984 CE,26.06,140.933,-173,Subduction Zone / Crust Thickness Unknown
