Number,Name,Country,Region,Type,Activity Evidence,Last Known Eruption,Latitude,Longitude,Elevation (Meters),Tectonic Setting
345030,Miravalles,Costa Rica,México and Central America,Stratovolcano,Eruption Observed,1946 CE,10.748,-85.153,2028,Subduction Zone / Continental Crust (>25 km)
345031,Tenorio,Costa Rica,México and Central America,Stratovolcano  ,Evidence Credible,Unknown,10.673,-85.015,1916,Subduction Zone / Continental Crust (>25 km)
345033,Arenal,Costa Rica,México and Central America,Stratovolcano,Eruption Observed,2010 CE,10.463,-84.703,1670,Subduction Zone / Continental Crust (>25 km)
345034,Platanar,Costa Rica,México and Central America,Stratovolcano  ,Evidence Credible,Unknown,10.3,-84.366,2267,Subduction Zone / Continental Crust (>25 km)
345040,Poas,Costa Rica,México and Central America,Stratovolcano,Eruption Observed,2016 CE,10.2,-84.233,2708,Subduction Zone / Continental Crust (>25 km)
345050,Barva,Costa Rica,México and Central America,Complex,Eruption Dated,6050 BCE,10.135,-84.1,2906,Subduction Zone / Continental Crust (>25 km)
345060,Irazu,Costa Rica,México and Central America,Stratovolcano,Eruption Observed,1994 CE,9.979,-83.852,3432,Subduction Zone / Continental Crust (>25 km)
345070,Turrialba,Costa Rica,México and Central America,Stratovolcano,Eruption Observed,2016 CE,10.025,-83.767,3340,Subduction Zone / Continental Crust (>25 km)
346010,Baru,Panama,México and Central America,Stratovolcano,Eruption Observed,1550 CE,8.808,-82.543,3474,Subduction Zone / Continental Crust (>25 km)
346030,"Valle, El",Panama,México and Central America,Stratovolcano,Evidence Uncertain,Unknown,8.58,-80.17,1185,Subduction Zone / Continental Crust (>25 km)
346801,"Yeguada, La",Panama,México and Central America,Stratovolcano,Unrest / Pleistocene,Unknown,8.47,-80.82,1297,Subduction Zone / Continental Crust (>25 km)
351001,San Diego,Colombia,South America,Maar,Evidence Uncertain,Unknown,5.65,-74.961,1163,
351002,"Escondido, El",Colombia,South America,Lava dome,Unrest / Pleistocene,Unknown,5.514,-75.043,1620,
351011,Romeral,Colombia,South America,Stratovolcano,Eruption Dated,5390 BCE,5.203,-75.363,3769,Subduction Zone / Continental Crust (>25 km)
351012,"Bravo, Cerro",Colombia,South America,Stratovolcano,Eruption Dated,1720 CE,5.091,-75.293,3985,Subduction Zone / Continental Crust (>25 km)
351020,"Ruiz, Nevado del",Colombia,South America,Stratovolcano,Eruption Observed,2016 CE,4.892,-75.324,5279,Subduction Zone / Continental Crust (>25 km)
351021,Santa Isabel,Colombia,South America,Shield,Eruption Dated,850 BCE,4.818,-75.365,4944,Subduction Zone / Continental Crust (>25 km)
351030,"Tolima, Nevado del",Colombia,South America,Stratovolcano,Eruption Observed,1943 CE,4.658,-75.33,5215,Subduction Zone / Continental Crust (>25 km)
351040,Machin,Colombia,South America,Stratovolcano,Eruption Dated,1180 CE,4.487,-75.389,2749,Subduction Zone / Continental Crust (>25 km)
351050,"Huila, Nevado del",Colombia,South America,Stratovolcano,Eruption Observed,2012 CE,2.93,-76.03,5364,Subduction Zone / Continental Crust (>25 km)
351060,Purace,Colombia,South America,Stratovolcano  ,Eruption Observed,1977 CE,2.32,-76.4,4650,Subduction Zone / Continental Crust (>25 km)
351061,Sotara,Colombia,South America,Stratovolcano,Evidence Credible,Unknown,2.108,-76.592,4400,Subduction Zone / Continental Crust (>25 km)
351062,Petacas,Colombia,South America,Lava dome,Evidence Uncertain,Unknown,1.666,-76.814,3280,Subduction Zone / Continental Crust (>25 km)
351070,Dona Juana,Colombia,South America,Stratovolcano,Eruption Observed,1906 CE,1.5,-76.936,4137,Subduction Zone / Continental Crust (>25 km)
351080,Galeras,Colombia,South America,Complex,Eruption Observed,2014 CE,1.22,-77.37,4276,Subduction Zone / Continental Crust (>25 km)
351090,Azufral,Colombia,South America,Stratovolcano,Eruption Dated,930 BCE,1.08,-77.68,4070,Subduction Zone / Continental Crust (>25 km)
351100,Cumbal,Colombia,South America,Stratovolcano,Eruption Observed,1926 CE,0.95,-77.87,4764,Subduction Zone / Continental Crust (>25 km)
351110,Chiles-Cerro Negro,Colombia-Ecuador,South America,Stratovolcano,Evidence Uncertain,1936 CE,0.817,-77.938,4698,Subduction Zone / Continental Crust (>25 km)
352001,Soche,Ecuador,South America,Stratovolcano,Eruption Dated,6650 BCE,0.552,-77.58,3955,Subduction Zone / Continental Crust (>25 km)
352002,Chachimbiro,Ecuador,South America,Stratovolcano,Eruption Dated,3740 BCE,0.468,-78.287,4106,Subduction Zone / Continental Crust (>25 km)
352003,Cuicocha,Ecuador,South America,Caldera,Eruption Dated,650 CE,0.308,-78.364,3246,Subduction Zone / Continental Crust (>25 km)
352004,Imbabura,Ecuador,South America,Compound,Eruption Dated,5550 BCE,0.258,-78.183,4609,Subduction Zone / Continental Crust (>25 km)
352005,Mojanda,Ecuador,South America,Stratovolcano  ,Evidence Uncertain,Unknown,0.13,-78.27,4263,Subduction Zone / Continental Crust (>25 km)
352006,Cayambe,Ecuador,South America,Compound,Eruption Observed,1786 CE,0.029,-77.986,5790,Subduction Zone / Continental Crust (>25 km)
352010,Reventador,Ecuador,South America,Stratovolcano,Eruption Observed,2016 CE,-0.077,-77.656,3562,Subduction Zone / Continental Crust (>25 km)
352011,Pululagua,Ecuador,South America,Caldera,Eruption Dated,290 CE,0.038,-78.463,3356,Subduction Zone / Continental Crust (>25 km)
352020,Guagua Pichincha,Ecuador,South America,Stratovolcano,Eruption Observed,2002 CE,-0.171,-78.598,4784,Subduction Zone / Continental Crust (>25 km)
352021,Atacazo,Ecuador,South America,Stratovolcano,Eruption Dated,320 BCE,-0.353,-78.617,4463,Subduction Zone / Continental Crust (>25 km)
352022,Chacana,Ecuador,South America,Caldera,Eruption Observed,1773 CE,-0.375,-78.25,4643,Subduction Zone / Continental Crust (>25 km)
352030,Antisana,Ecuador,South America,Stratovolcano,Eruption Observed,1802 CE,-0.481,-78.141,5753,Subduction Zone / Continental Crust (>25 km)
352031,Aliso,Ecuador,South America,Stratovolcano,Eruption Dated,2450 BCE,-0.53,-78,4267,Subduction Zone / Continental Crust (>25 km)
352040,Sumaco,Ecuador,South America,Stratovolcano,Evidence Uncertain,1895 CE,-0.538,-77.626,3990,Subduction Zone / Continental Crust (>25 km)
352041,Illiniza,Ecuador,South America,Stratovolcano,Evidence Credible,Unknown,-0.659,-78.714,5248,Subduction Zone / Continental Crust (>25 km)
352050,Cotopaxi,Ecuador,South America,Stratovolcano,Eruption Observed,2016 CE,-0.677,-78.436,5911,Subduction Zone / Continental Crust (>25 km)
352060,Quilotoa,Ecuador,South America,Caldera,Eruption Dated,1280 CE,-0.85,-78.9,3914,Subduction Zone / Continental Crust (>25 km)
352071,Chimborazo,Ecuador,South America,Stratovolcano,Eruption Dated,550 CE,-1.464,-78.815,6310,Subduction Zone / Continental Crust (>25 km)
352080,Tungurahua,Ecuador,South America,Stratovolcano,Eruption Observed,2016 CE,-1.467,-78.442,5023,Subduction Zone / Continental Crust (>25 km)
352081,Licto,Ecuador,South America,Pyroclastic cone ,Evidence Uncertain,Unknown,-1.78,-78.613,3336,Subduction Zone / Continental Crust (>25 km)
352090,Sangay,Ecuador,South America,Stratovolcano,Eruption Observed,2016 CE,-2.005,-78.341,5286,Subduction Zone / Continental Crust (>25 km)
353010,Fernandina,Ecuador,South America,Shield,Eruption Observed,2009 CE,-0.37,-91.55,1476,Rift Zone / Oceanic Crust (< 15 km)
353011,Ecuador,Ecuador,South America,Shield,Eruption Dated,1150 CE,-0.02,-91.546,790,Rift Zone / Oceanic Crust (< 15 km)
353020,Wolf,Ecuador,South America,Shield,Eruption Observed,2015 CE,0.02,-91.35,1710,Rift Zone / Oceanic Crust (< 15 km)
353030,Darwin,Ecuador,South America,Shield,Eruption Dated,1813 CE,-0.18,-91.28,1330,Rift Zone / Oceanic Crust (< 15 km)
353040,Alcedo,Ecuador,South America,Shield,Eruption Observed,1993 CE,-0.43,-91.12,1130,Rift Zone / Oceanic Crust (< 15 km)
353050,"Negra, Sierra",Ecuador,South America,Shield,Eruption Observed,2005 CE,-0.83,-91.17,1124,Rift Zone / Oceanic Crust (< 15 km)
353060,"Azul, Cerro",Ecuador,South America,Shield,Eruption Observed,2008 CE,-0.92,-91.408,1640,Rift Zone / Oceanic Crust (< 15 km)
353070,Pinta,Ecuador,South America,Shield,Eruption Observed,1928 CE,0.58,-90.75,780,Rift Zone / Oceanic Crust (< 15 km)
353080,Marchena,Ecuador,South America,Shield,Eruption Observed,1991 CE,0.33,-90.47,343,Rift Zone / Oceanic Crust (< 15 km)
353081,Genovesa,Ecuador,South America,Shield,Evidence Credible,Unknown,0.32,-89.958,64,Rift Zone / Oceanic Crust (< 15 km)
353090,Santiago,Ecuador,South America,Shield,Eruption Observed,1906 CE,-0.22,-90.77,920,Rift Zone / Oceanic Crust (< 15 km)
353091,Santa Cruz,Ecuador,South America,Shield,Evidence Credible,Unknown,-0.62,-90.33,864,Rift Zone / Oceanic Crust (< 15 km)
353120,San Cristóbal,Ecuador,South America,Shield,Evidence Credible,Unknown,-0.88,-89.5,759,Rift Zone / Oceanic Crust (< 15 km)
353804,Santa Fe,Ecuador,South America,Shield,Unrest / Pleistocene,Unknown,-0.806,-90.07,200,Rift Zone / Oceanic Crust (< 15 km)
354000,Quimsachata,Peru,South America,Lava dome,Eruption Dated,4450 BCE,-14.176,-71.351,3693,Subduction Zone / Continental Crust (>25 km)
354001,"Auquihuato, Cerro",Peru,South America,Pyroclastic cone,Evidence Uncertain,Unknown,-15.07,-73.18,4980,Subduction Zone / Continental Crust (>25 km)
354002,Sara Sara,Peru,South America,Stratovolcano,Evidence Credible,Unknown,-15.33,-73.45,5522,Subduction Zone / Continental Crust (>25 km)
354003,Coropuna,Peru,South America,Stratovolcano,Evidence Credible,Unknown,-15.52,-72.65,6377,Subduction Zone / Continental Crust (>25 km)
354004,Andahua-Orcopampa,Peru,South America,Pyroclastic cone ,Eruption Dated,1490 CE,-15.42,-72.33,4713,Subduction Zone / Continental Crust (>25 km)
354005,Huambo,Peru,South America,Volcanic field,Eruption Dated,700 BCE,-15.83,-72.13,4550,Subduction Zone / Continental Crust (>25 km)
354006,Sabancaya,Peru,South America,Stratovolcano  ,Eruption Observed,2016 CE,-15.78,-71.85,5967,Subduction Zone / Continental Crust (>25 km)
354007,"Chachani, Nevado",Peru,South America,Stratovolcano,Evidence Uncertain,Unknown,-16.191,-71.53,6057,Subduction Zone / Continental Crust (>25 km)
354008,"Nicholson, Cerro",Peru,South America,Pyroclastic cone,Evidence Credible,Unknown,-16.261,-71.754,2525,Subduction Zone / Continental Crust (>25 km)
354010,"Misti, El",Peru,South America,Stratovolcano,Eruption Observed,1985 CE,-16.294,-71.409,5822,Subduction Zone / Continental Crust (>25 km)
354020,Ubinas,Peru,South America,Stratovolcano,Eruption Observed,2016 CE,-16.355,-70.903,5672,Subduction Zone / Continental Crust (>25 km)
354030,Huaynaputina,Peru,South America,Stratovolcano,Eruption Observed,1600 CE,-16.608,-70.85,4850,Subduction Zone / Continental Crust (>25 km)
354031,Ticsani,Peru,South America,Lava dome ,Eruption Dated,1800 CE,-16.755,-70.595,5408,Subduction Zone / Continental Crust (>25 km)
354040,Tutupaca,Peru,South America,Stratovolcano  ,Eruption Observed,1802 CE,-17.026,-70.372,5801,Subduction Zone / Continental Crust (>25 km)
354050,Yucamane,Peru,South America,Stratovolcano  ,Eruption Observed,1320 BCE,-17.184,-70.196,5495,Subduction Zone / Continental Crust (>25 km)
354060,"Casiri, Nevados",Peru,South America,Stratovolcano  ,Evidence Credible,Unknown,-17.47,-69.813,5650,Subduction Zone / Continental Crust (>25 km)
355010,Tacora,Chile-Peru,South America,Stratovolcano  ,Unrest / Holocene,Unknown,-17.72,-69.77,5980,Subduction Zone / Continental Crust (>25 km)
355011,Taapaca,Chile,South America,Complex,Eruption Dated,320 BCE,-18.1,-69.5,5860,Subduction Zone / Continental Crust (>25 km)
355012,Parinacota,Chile-Bolivia,South America,Stratovolcano,Eruption Dated,290 CE,-18.166,-69.142,6336,Subduction Zone / Continental Crust (>25 km)
355020,Guallatiri,Chile,South America,Stratovolcano,Eruption Observed,1960 CE,-18.42,-69.092,6071,Subduction Zone / Continental Crust (>25 km)
355021,Tambo Quemado,Bolivia,South America,Pyroclastic shield,Evidence Credible,Unknown,-18.62,-68.75,4215,Subduction Zone / Continental Crust (>25 km)
355030,Isluga,Chile,South America,Stratovolcano,Eruption Observed,1913 CE,-19.15,-68.83,5550,Subduction Zone / Continental Crust (>25 km)
355032,Tata Sabaya,Bolivia,South America,Stratovolcano,Evidence Credible,Unknown,-19.13,-68.53,5430,Subduction Zone / Continental Crust (>25 km)
355035,"Jayu Khota, Laguna",Bolivia,South America,Maar ,Evidence Credible,Unknown,-19.463,-67.432,3650,Subduction Zone / Continental Crust (>25 km)
355036,Jatun Mundo Quri Warani,Bolivia,South America,Lava dome ,Evidence Uncertain,Unknown,-19.78,-66.48,5438,Subduction Zone / Continental Crust (>25 km)
355040,Irruputuncu,Chile-Bolivia,South America,Stratovolcano,Eruption Observed,1995 CE,-20.73,-68.55,5163,Subduction Zone / Continental Crust (>25 km)
355042,Pampa Luxsar,Bolivia,South America,Volcanic field,Evidence Uncertain,Unknown,-20.85,-68.2,5543,Subduction Zone / Continental Crust (>25 km)
355050,Olca-Paruma,Chile-Bolivia,South America,Stratovolcano  ,Eruption Observed,1867 CE,-20.939,-68.413,5705,Subduction Zone / Continental Crust (>25 km)
355060,Ollague,Chile-Bolivia,South America,Stratovolcano,Unrest / Pleistocene,Unknown,-21.3,-68.18,5868,Subduction Zone / Continental Crust (>25 km)
355061,"Azufre, Cerro del",Chile,South America,Stratovolcano,Evidence Uncertain,Unknown,-21.787,-68.237,5846,Subduction Zone / Continental Crust (>25 km)
355070,San Pedro-San Pablo,Chile,South America,Stratovolcano  ,Eruption Observed,1960 CE,-21.888,-68.391,6142,Subduction Zone / Continental Crust (>25 km)
355090,Putana,Chile,South America,Stratovolcano,Eruption Observed,1810 CE,-22.557,-67.853,5884,Subduction Zone / Continental Crust (>25 km)
355091,Sairecabur,Chile-Bolivia,South America,Stratovolcano  ,Evidence Credible,Unknown,-22.72,-67.892,5971,Subduction Zone / Continental Crust (>25 km)
355092,Licancabur,Chile-Bolivia,South America,Stratovolcano,Evidence Credible,Unknown,-22.83,-67.88,5916,Subduction Zone / Continental Crust (>25 km)
355093,Guayaques,Chile-Bolivia,South America,Lava dome ,Evidence Credible,Unknown,-22.895,-67.566,5598,Subduction Zone / Continental Crust (>25 km)
355094,Purico Complex,Chile,South America,Pyroclastic shield,Evidence Credible,Unknown,-23,-67.75,5703,Subduction Zone / Continental Crust (>25 km)
355095,Colachi,Chile,South America,Stratovolcano,Evidence Credible,Unknown,-23.236,-67.645,5631,Subduction Zone / Continental Crust (>25 km)
355096,Acamarachi,Chile,South America,Stratovolcano,Evidence Credible,Unknown,-23.3,-67.62,6046,Subduction Zone / Continental Crust (>25 km)
355097,"Overo, Cerro",Chile,South America,Maar,Evidence Uncertain,Unknown,-23.52,-67.67,4555,Subduction Zone / Continental Crust (>25 km)
355098,Chiliques,Chile,South America,Stratovolcano,Evidence Uncertain,Unknown,-23.58,-67.7,5778,Subduction Zone / Continental Crust (>25 km)
355100,Lascar,Chile,South America,Stratovolcano  ,Eruption Observed,2016 CE,-23.37,-67.73,5592,Subduction Zone / Continental Crust (>25 km)
355101,Cordon de Puntas Negras,Chile,South America,Stratovolcano  ,Evidence Credible,Unknown,-23.743,-67.534,5852,Subduction Zone / Continental Crust (>25 km)
355102,Miniques,Chile,South America,Stratovolcano  ,Evidence Uncertain,Unknown,-23.82,-67.77,5910,Subduction Zone / Continental Crust (>25 km)
355103,"Tujle, Cerro",Chile,South America,Maar,Evidence Credible,Unknown,-23.83,-67.95,3550,Subduction Zone / Continental Crust (>25 km)
355104,Caichinque,Chile,South America,Stratovolcano  ,Evidence Uncertain,Unknown,-23.949,-67.74,4458,Subduction Zone / Continental Crust (>25 km)
355105,Tilocalar,Chile,South America,Stratovolcano  ,Evidence Uncertain,Unknown,-23.97,-68.13,3116,Subduction Zone / Continental Crust (>25 km)
355106,"Negrillar, El",Chile,South America,Pyroclastic cone ,Evidence Credible,Unknown,-24.18,-68.25,3500,Subduction Zone / Continental Crust (>25 km)
355107,Pular,Chile,South America,Stratovolcano  ,Evidence Uncertain,Unknown,-24.188,-68.054,6233,Subduction Zone / Continental Crust (>25 km)
355108,"Negrillar, La",Chile,South America,Pyroclastic cone ,Evidence Uncertain,Unknown,-24.28,-68.6,4109,Subduction Zone / Continental Crust (>25 km)
355109,Socompa,Chile-Argentina,South America,Stratovolcano,Eruption Dated,5250 BCE,-24.396,-68.246,6031,Subduction Zone / Continental Crust (>25 km)
355110,Llullaillaco,Chile-Argentina,South America,Stratovolcano,Eruption Observed,1877 CE,-24.72,-68.53,6739,Subduction Zone / Continental Crust (>25 km)
355112,Escorial,Chile-Argentina,South America,Stratovolcano,Evidence Uncertain,Unknown,-25.083,-68.367,5451,Subduction Zone / Continental Crust (>25 km)
355120,Lastarria,Chile-Argentina,South America,Stratovolcano,Evidence Credible,Unknown,-25.168,-68.507,5706,Subduction Zone / Continental Crust (>25 km)
355121,Cordon del Azufre,Chile-Argentina,South America,Complex,Evidence Credible,Unknown,-25.336,-68.521,5481,Subduction Zone / Continental Crust (>25 km)
355122,"Bayo Gorbea, Cerro",Chile-Argentina,South America,Complex,Evidence Credible,Unknown,-25.414,-68.588,5413,Subduction Zone / Continental Crust (>25 km)
355123,"Nevada, Sierra",Chile-Argentina,South America,Complex,Evidence Credible,Unknown,-26.48,-68.58,6173,Subduction Zone / Continental Crust (>25 km)
355124,Falso Azufre,Chile-Argentina,South America,Complex,Evidence Uncertain,Unknown,-26.8,-68.37,5906,Subduction Zone / Continental Crust (>25 km)
355125,"Incahuasi, Nevado de",Chile-Argentina,South America,Stratovolcano  ,Evidence Uncertain,Unknown,-27.033,-68.296,6638,Subduction Zone / Continental Crust (>25 km)
355130,"Ojos del Salado, Nevados",Chile-Argentina,South America,Stratovolcano,Eruption Dated,750 CE,-27.109,-68.541,6879,Subduction Zone / Continental Crust (>25 km)
355131,"Solo, El",Chile-Argentina,South America,Stratovolcano,Evidence Credible,Unknown,-27.105,-68.713,6205,Subduction Zone / Continental Crust (>25 km)
355140,Copiapo,Chile,South America,Stratovolcano,Unrest / Pleistocene,Unknown,-27.3,-69.13,6052,Subduction Zone / Continental Crust (>25 km)
355150,Tuzgle,Argentina,South America,Stratovolcano,Evidence Uncertain,Unknown,-24.05,-66.48,5486,Subduction Zone / Continental Crust (>25 km)
355160,Aracar,Argentina,South America,Stratovolcano,Evidence Credible,Unknown,-24.29,-67.783,6095,Subduction Zone / Continental Crust (>25 km)
355161,Unnamed,Argentina,South America,Pyroclastic cone,Evidence Credible,Unknown,-25.078,-68.266,4652,Subduction Zone / Continental Crust (>25 km)
355180,Antofagasta Volcanic Field,Argentina,South America,Pyroclastic cone ,Evidence Uncertain,Unknown,-26.12,-67.4,3495,Subduction Zone / Continental Crust (>25 km)
355190,"Condor, El",Argentina,South America,Stratovolcano,Evidence Credible,Unknown,-26.632,-68.361,6373,Subduction Zone / Continental Crust (>25 km)
355200,Peinado,Argentina,South America,Stratovolcano,Evidence Credible,Unknown,-26.623,-68.116,5741,Subduction Zone / Continental Crust (>25 km)
355210,"Blanco, Cerro",Argentina,South America,Caldera,Eruption Dated,2300 BCE,-26.789,-67.765,4670,Subduction Zone / Continental Crust (>25 km)
355220,Tipas,Argentina,South America,Complex,Evidence Credible,Unknown,-27.196,-68.561,6658,Subduction Zone / Continental Crust (>25 km)
355823,Aucanquilcha,Chile,South America,Stratovolcano,Unrest / Pleistocene,Unknown,-21.22,-68.47,6176,Subduction Zone / Continental Crust (>25 km)
355838,Uturuncu,Bolivia,South America,Stratovolcano,Unrest / Pleistocene,Unknown,-22.27,-67.18,6008,Subduction Zone / Continental Crust (>25 km)
356011,Easter Island,Chile,South America,Shield ,Evidence Credible,Unknown,-27.15,-109.38,511,Rift Zone / Oceanic Crust (< 15 km)
357010,Tupungatito,Chile-Argentina,South America,Stratovolcano,Eruption Observed,1987 CE,-33.425,-69.797,5660,Subduction Zone / Continental Crust (>25 km)
357020,San Jose,Chile-Argentina,South America,Stratovolcano  ,Eruption Observed,1960 CE,-33.789,-69.895,6070,Subduction Zone / Continental Crust (>25 km)
357021,Maipo,Chile-Argentina,South America,Caldera,Eruption Observed,1912 CE,-34.164,-69.832,5323,Subduction Zone / Continental Crust (>25 km)
357022,Palomo,Chile,South America,Stratovolcano,Evidence Credible,Unknown,-34.608,-70.295,4860,Subduction Zone / Continental Crust (>25 km)
357023,"Atuel, Caldera del",Argentina,South America,Caldera,Evidence Credible,Unknown,-34.65,-70.05,5189,Subduction Zone / Continental Crust (>25 km)
357024,Risco Plateado,Argentina,South America,Stratovolcano,Evidence Uncertain,Unknown,-34.917,-69.981,4999,Subduction Zone / Continental Crust (>25 km)
357030,Tinguiririca,Chile,South America,Stratovolcano,Eruption Observed,1917 CE,-34.814,-70.352,4280,Subduction Zone / Continental Crust (>25 km)
357040,Planchon-Peteroa,Chile,South America,Stratovolcano  ,Eruption Observed,2011 CE,-35.223,-70.568,3977,Subduction Zone / Continental Crust (>25 km)
357041,Infiernillo,Argentina,South America,Volcanic field,Eruption Dated,6890 BCE,-35.142,-69.83,0,Intraplate / Continental Crust (>25 km)
357042,Calabozos,Chile,South America,Caldera,Evidence Credible,Unknown,-35.558,-70.496,3508,Subduction Zone / Continental Crust (>25 km)
357050,Descabezado Grande,Chile,South America,Stratovolcano  ,Eruption Observed,1933 CE,-35.58,-70.75,3953,Subduction Zone / Continental Crust (>25 km)
357060,"Azul, Cerro",Chile,South America,Stratovolcano,Eruption Observed,1967 CE,-35.653,-70.761,3788,Subduction Zone / Continental Crust (>25 km)
357061,"Maule, Laguna del",Chile,South America,Caldera,Eruption Dated,50 BCE,-36.058,-70.492,2162,Subduction Zone / Continental Crust (>25 km)
357062,San Pedro-Pellado,Chile,South America,Stratovolcano  ,Evidence Credible,Unknown,-35.989,-70.849,3621,Subduction Zone / Continental Crust (>25 km)
357063,"Longavi, Nevado de",Chile,South America,Stratovolcano,Eruption Dated,4890 BCE,-36.193,-71.161,3242,Subduction Zone / Continental Crust (>25 km)
357064,"Blancas, Lomas",Chile,South America,Stratovolcano,Evidence Credible,Unknown,-36.286,-71.009,2268,Subduction Zone / Continental Crust (>25 km)
357065,"Resago, Volcan",Chile,South America,Pyroclastic cone,Evidence Credible,Unknown,-36.45,-70.92,1890,Subduction Zone / Continental Crust (>25 km)
357066,Payun Matru,Argentina,South America,Shield,Eruption Dated,5050 BCE,-36.422,-69.241,3715,Subduction Zone / Continental Crust (>25 km)
357067,Domuyo,Argentina,South America,Stratovolcano,Evidence Uncertain,Unknown,-36.638,-70.432,4702,Subduction Zone / Continental Crust (>25 km)
357070,"Chillan, Nevados de",Chile,South America,Stratovolcano,Eruption Observed,2016 CE,-36.863,-71.377,3212,Subduction Zone / Continental Crust (>25 km)
357072,Tromen,Argentina,South America,Stratovolcano  ,Eruption Observed,1822 CE,-37.144,-70.033,4114,Subduction Zone / Continental Crust (>25 km)
357080,Antuco,Chile,South America,Stratovolcano,Eruption Observed,1869 CE,-37.406,-71.349,2979,Subduction Zone / Continental Crust (>25 km)
357081,Trolon,Argentina,South America,Lava dome ,Evidence Uncertain,Unknown,-37.738,-70.906,2360,Subduction Zone / Continental Crust (>25 km)
357090,Copahue,Chile-Argentina,South America,Stratovolcano,Eruption Observed,2016 CE,-37.856,-71.183,2953,Subduction Zone / Continental Crust (>25 km)
357091,Callaqui,Chile,South America,Stratovolcano,Eruption Observed,1980 CE,-37.92,-71.45,3164,Subduction Zone / Continental Crust (>25 km)
357092,"Mariñaqui, Laguna",Chile,South America,Pyroclastic cone ,Evidence Credible,Unknown,-38.255,-71.167,2108,Subduction Zone / Continental Crust (>25 km)
357093,Tolhuaca,Chile,South America,Stratovolcano,Evidence Credible,4000 BCE,-38.31,-71.645,2739,Subduction Zone / Continental Crust (>25 km)
357100,Lonquimay,Chile,South America,Stratovolcano,Eruption Observed,1990 CE,-38.379,-71.586,2832,Subduction Zone / Continental Crust (>25 km)
357101,Tralihue,Argentina,South America,Stratovolcano,Evidence Credible,Unknown,-38.509,-70.898,2448,Intraplate / Continental Crust (>25 km)
357102,"Blanca, Laguna",Argentina,South America,Volcanic field,Evidence Credible,Unknown,-39.02,-70.37,1700,Intraplate / Continental Crust (>25 km)
357110,Llaima,Chile,South America,Stratovolcano,Eruption Observed,2009 CE,-38.692,-71.729,3125,Subduction Zone / Continental Crust (>25 km)
357111,Sollipulli,Chile,South America,Caldera,Eruption Dated,1240 CE,-38.97,-71.52,2282,Subduction Zone / Continental Crust (>25 km)
357112,Caburgua-Huelemolle,Chile,South America,Pyroclastic cone ,Eruption Dated,5050 BCE,-39.25,-71.75,1652,Subduction Zone / Continental Crust (>25 km)
357120,Villarrica,Chile,South America,Stratovolcano,Eruption Observed,2016 CE,-39.42,-71.93,2847,Subduction Zone / Continental Crust (>25 km)
357121,Quetrupillan,Chile,South America,Stratovolcano,Eruption Observed,1872 CE,-39.5,-71.7,2360,Subduction Zone / Continental Crust (>25 km)
357122,Lanin,Chile-Argentina,South America,Stratovolcano,Eruption Dated,560 CE,-39.637,-71.502,3776,Subduction Zone / Continental Crust (>25 km)
357123,Huanquihue Group,Argentina,South America,Stratovolcano  ,Eruption Dated,1750 CE,-39.887,-71.58,2189,Subduction Zone / Continental Crust (>25 km)
357130,Mocho-Choshuenco,Chile,South America,Stratovolcano  ,Eruption Observed,1937 CE,-39.927,-72.027,2422,Subduction Zone / Continental Crust (>25 km)
357140,Carrán-Los Venados,Chile,South America,Pyroclastic cone ,Eruption Observed,1979 CE,-40.35,-72.07,1114,Subduction Zone / Continental Crust (>25 km)
357150,Puyehue-Cordon Caulle,Chile,South America,Stratovolcano,Eruption Observed,2012 CE,-40.59,-72.117,2236,Subduction Zone / Continental Crust (>25 km)
357152,"Pantojo, Cerro",Chile-Argentina,South America,Stratovolcano,Evidence Credible,Unknown,-40.768,-71.943,1897,Subduction Zone / Continental Crust (>25 km)
357153,Antillanca Group,Chile,South America,Stratovolcano  ,Eruption Dated,230 BCE,-40.771,-72.153,1990,Subduction Zone / Continental Crust (>25 km)
357160,Puntiagudo-Cordon Cenizos,Chile,South America,Stratovolcano,Eruption Observed,1850 CE,-40.969,-72.264,2493,Subduction Zone / Continental Crust (>25 km)
358010,Osorno,Chile,South America,Stratovolcano,Eruption Observed,1869 CE,-41.105,-72.496,2659,Subduction Zone / Continental Crust (>25 km)
358011,Tronador,Chile-Argentina,South America,Stratovolcano,Evidence Uncertain,Unknown,-41.157,-71.885,3478,Subduction Zone / Continental Crust (>25 km)
358012,Cayutue-La Vigueria,Chile,South America,Pyroclastic cone ,Eruption Dated,190 BCE,-41.25,-72.27,506,Subduction Zone / Continental Crust (>25 km)
358020,Calbuco,Chile,South America,Stratovolcano,Eruption Observed,2015 CE,-41.33,-72.618,1974,Subduction Zone / Continental Crust (>25 km)
358022,Yate,Chile,South America,Stratovolcano,Eruption Dated,1090 CE,-41.755,-72.396,2187,Subduction Zone / Continental Crust (>25 km)
358023,Hornopiren,Chile,South America,Stratovolcano,Eruption Dated,340 CE,-41.874,-72.431,1572,Subduction Zone / Continental Crust (>25 km)
358024,Apagado,Chile,South America,Pyroclastic cone,Eruption Dated,590 BCE,-41.88,-72.58,1210,Subduction Zone / Continental Crust (>25 km)
358025,Crater Basalt Volcanic Field,Argentina,South America,Pyroclastic cone ,Evidence Credible,Unknown,-42.018,-70.194,1344,Intraplate / Continental Crust (>25 km)
