Global Volcanism Program - Volcanoes of the World 4.6.7,,,,,,,,,,
Volcano Number,Volcano Name,Eruption Number,Eruption Category,VEI,Start Year,Start Month,Evidence Method (dating),End Year,Latitude,Longitude
261080,Sinabung,15404,Confirmed Eruption,2,2010,8,Historical Observations,2010,3.17,98.392
211060,Etna,13854,Confirmed Eruption,1,2010,8,Historical Observations,2013,37.748,14.999
351080,Galeras,11381,Confirmed Eruption,2,2010,8,Historical Observations,2010,1.22,-77.37
251020,Manam,14935,Confirmed Eruption,2,2010,8,Historical Observations,2013,-4.08,145.037
267020,Karangetang,16544,Confirmed Eruption,3,2010,8,Historical Observations,2010,2.781,125.407
345070,Turrialba,11248,Uncertain Eruption,2,2010,7,,2010,10.025,-83.767
252140,Rabaul,15101,Confirmed Eruption,1,2010,7,Historical Observations,2010,-4.271,152.203
354020,Ubinas,11792,Uncertain Eruption,1,2010,7,,2010,-16.355,-70.903
290380,Ebeko,18879,Confirmed Eruption,1,2010,7,Historical Observations,2010,50.686,156.014
290270,Ekarma,18833,Confirmed Eruption,2,2010,6,Historical Observations,2010,48.958,153.93
284120,Ioto,18423,Uncertain Eruption,1,2010,6,Historical Observations,2010,24.751,141.289
344020,San Cristobal,10897,Confirmed Eruption,2,2010,6,Historical Observations,2011,12.702,-87.004
300070,Gorely,19026,Confirmed Eruption,1,2010,6,Historical Observations,2010,52.559,158.03
311240,Cleveland,19819,Confirmed Eruption,2,2010,5,Historical Observations,2010,52.825,-169.944
284193,South Sarigan Seamount,18529,Confirmed Eruption,3,2010,5,Historical Observations,2010,16.58,145.78
252120,Ulawun,15077,Confirmed Eruption,2,2010,5,Historical Observations,2011,-5.05,151.33
300250,Bezymianny,19388,Confirmed Eruption,3,2010,5,Historical Observations,2018,55.972,160.595
284170,Pagan,18524,Confirmed Eruption,1,2010,5,Historical Observations,2010,18.13,145.8
284040,Miyakejima,18282,Confirmed Eruption,1,2010,4,Historical Observations,2010,34.094,139.526
211060,Etna,13853,Confirmed Eruption,2,2010,4,Historical Observations,2010,37.748,14.999
282090,Kirishimayama,17165,Confirmed Eruption,1,2010,3,Historical Observations,2010,31.934,130.862
372020,Eyjafjallajokull,12563,Confirmed Eruption,4,2010,3,Historical Observations,2010,63.633,-19.633
251030,Karkar,14951,Uncertain Eruption,1,2010,2,,2010,-4.649,145.964
284130,Fukutoku-Oka-no-Ba,18469,Confirmed Eruption,1,2010,2,Historical Observations,2010,24.285,141.481
263300,Semeru,22218,Confirmed Eruption,unknown,2010,1,Historical Observations,2010,-8.108,112.922
345070,Turrialba,11247,Confirmed Eruption,2,2010,1,Historical Observations,2010,10.025,-83.767
223020,Nyamuragira,14085,Confirmed Eruption,1,2010,1,Historical Observations,2010,-1.408,29.2
352080,Tungurahua,11644,Confirmed Eruption,3,2010,1,Historical Observations,2010,-1.467,-78.442
300250,Bezymianny,19387,Confirmed Eruption,3,2009,12,Historical Observations,2010,55.972,160.595
344120,Concepcion,11080,Confirmed Eruption,1,2009,12,Historical Observations,2011,11.538,-85.622
357120,Villarrica,12184,Confirmed Eruption,1,2009,11,Historical Observations,2012,-39.42,-71.93
390090,Saunders,20900,Uncertain Eruption,unknown,2009,11,Historical Observations,2009,-57.8,-26.483
345040,Poas,11193,Confirmed Eruption,1,2009,11,Historical Observations,2014,10.2,-84.233
282090,Kirishimayama,17164,Confirmed Eruption,1,2009,11,Historical Observations,2009,31.934,130.862
233020,"Fournaise, Piton de la",14391,Confirmed Eruption,1,2009,11,Historical Observations,2010,-21.244,55.708
311240,Cleveland,19828,Confirmed Eruption,2,2009,10,Historical Observations,2009,52.825,-169.944
257020,Gaua,15231,Confirmed Eruption,2,2009,9,Historical Observations,2010,-14.27,167.5
263200,Dieng Volcanic Complex,15793,Confirmed Eruption,1,2009,9,Historical Observations,2009,-7.2,109.879
252010,Langila,15003,Confirmed Eruption,2,2009,9,Historical Observations,2010,-5.525,148.42
273030,Mayon,16819,Confirmed Eruption,2,2009,9,Historical Observations,2010,13.257,123.685
344020,San Cristobal,10896,Confirmed Eruption,2,2009,9,Historical Observations,2009,12.702,-87.004
290120,Kolokol Group,18776,Uncertain Eruption,2,2009,8,,,46.042,150.083
300260,Klyuchevskoy,19485,Confirmed Eruption,2,2009,8,Historical Observations,2010,56.056,160.642
221115,Manda Hararo,13944,Confirmed Eruption,2,2009,6,Historical Observations,2009,12.17,40.82
311240,Cleveland,19827,Confirmed Eruption,2,2009,6,Historical Observations,2009,52.825,-169.944
290240,Sarychev Peak,18819,Confirmed Eruption,4,2009,6,Historical Observations,2009,48.092,153.2
242050,Monowai,22197,Confirmed Eruption,0,2009,5,Hydrophonic,2009,-25.887,-177.188
264030,Rinjani,16227,Confirmed Eruption,2,2009,5,Historical Observations,2010,-8.42,116.47
264050,Sangeang Api,16253,Uncertain Eruption,unknown,2009,5,,2009,-8.2,119.07
251030,Karkar,14950,Uncertain Eruption,unknown,2009,5,,,-4.649,145.964
263180,Slamet,15765,Confirmed Eruption,1,2009,4,Historical Observations,2009,-7.242,109.208
284170,Pagan,18523,Uncertain Eruption,2,2009,4,,,18.13,145.8
353010,Fernandina,11677,Confirmed Eruption,2,2009,4,Historical Observations,2009,-0.37,-91.55
284040,Miyakejima,18281,Confirmed Eruption,1,2009,4,Historical Observations,2009,34.094,139.526
261170,Kerinci,15533,Confirmed Eruption,1,2009,4,Historical Observations,2009,-1.697,101.264
262000,Krakatau,15633,Confirmed Eruption,2,2009,3,Historical Observations,2009,-6.102,105.423
243040,Hunga Tonga-Hunga Ha'apai,14733,Confirmed Eruption,2,2009,3,Historical Observations,2009,-20.536,-175.382
313030,Redoubt,20391,Confirmed Eruption,3,2009,3,Historical Observations,2009,60.485,-152.742
352020,Guagua Pichincha,11502,Uncertain Eruption,1,2009,2,,2009,-0.171,-78.598
290380,Ebeko,18878,Confirmed Eruption,1,2009,2,Historical Observations,2009,50.686,156.014
357120,Villarrica,12183,Confirmed Eruption,1,2009,1,Historical Observations,2009,-39.42,-71.93
357091,Callaqui,11998,Uncertain Eruption,unknown,2009,1,,2009,-37.92,-71.45
357070,"Chillan, Nevados de",11993,Uncertain Eruption,unknown,2009,1,,2009,-36.868,-71.378
283110,Asamayama,17812,Confirmed Eruption,2,2009,1,Historical Observations,2009,36.406,138.523
242010,Curtis Island,14680,Uncertain Eruption,0,2009,1,,2009,-30.543,-178.556
263200,Dieng Volcanic Complex,15792,Confirmed Eruption,1,2009,1,Historical Observations,2009,-7.2,109.879
345040,Poas,11192,Confirmed Eruption,1,2009,1,Historical Observations,2009,10.2,-84.233
311240,Cleveland,19826,Confirmed Eruption,2,2009,1,Historical Observations,2009,52.825,-169.944
261230,Dempo,15575,Confirmed Eruption,1,2009,1,Historical Observations,2009,-4.016,103.121
300090,Koryaksky,19045,Confirmed Eruption,2,2008,12,Historical Observations,2009,53.321,158.712
267020,Karangetang,16543,Confirmed Eruption,2,2008,11,Historical Observations,2010,2.781,125.407
344020,San Cristobal,10895,Confirmed Eruption,1,2008,11,Historical Observations,2008,12.702,-87.004
285070,Akan,18707,Confirmed Eruption,1,2008,11,Historical Observations,2008,43.384,144.013
243120,Tafu-Maka,14799,Confirmed Eruption,0,2008,11,Historical Observations,2008,-15.37,-174.23
243130,West Mata,14800,Confirmed Eruption,0,2008,11,Historical Observations,2009,-15.1,-173.75
221060,Alu-Dalafilla,13927,Confirmed Eruption,3,2008,11,Historical Observations,2008,13.793,40.553
351050,"Huila, Nevado del",11314,Confirmed Eruption,3,2008,10,Historical Observations,2012,2.93,-76.03
357120,Villarrica,12182,Confirmed Eruption,1,2008,10,Historical Observations,,-39.42,-71.93
390090,Saunders,20902,Confirmed Eruption,0,2008,10,Historical Observations,2008,-57.8,-26.483
351080,Galeras,11380,Confirmed Eruption,3,2008,10,Historical Observations,2010,1.22,-77.37
300260,Klyuchevskoy,19484,Confirmed Eruption,1,2008,10,Historical Observations,2009,56.056,160.642
233020,"Fournaise, Piton de la",14390,Confirmed Eruption,1,2008,9,Historical Observations,2009,-21.244,55.708
256010,Tinakula,15210,Confirmed Eruption,1,2008,9,Historical Observations,2012,-10.386,165.804
282090,Kirishimayama,17163,Confirmed Eruption,1,2008,8,Historical Observations,2008,31.934,130.862
373030,Bardarbunga,12896,Uncertain Eruption,0,2008,8,,,64.633,-17.516
273030,Mayon,16818,Confirmed Eruption,1,2008,8,Historical Observations,2008,13.257,123.685
283110,Asamayama,17811,Confirmed Eruption,1,2008,8,Historical Observations,2008,36.406,138.523
311130,Kasatochi,19745,Confirmed Eruption,4,2008,8,Historical Observations,2008,52.177,-175.508
344120,Concepcion,11077,Confirmed Eruption,1,2008,7,Historical Observations,2008,11.538,-85.622
290360,Chikurachki,18860,Confirmed Eruption,2,2008,7,Historical Observations,2008,50.324,155.461
352010,Reventador,11449,Confirmed Eruption,2,2008,7,Historical Observations,2018,-0.077,-77.656
252070,Krummel-Garbuna-Welcker,15009,Confirmed Eruption,2,2008,7,Historical Observations,2008,-5.416,150.027
311290,Okmok,19852,Confirmed Eruption,4,2008,7,Historical Observations,2008,53.43,-168.13
300250,Bezymianny,19386,Confirmed Eruption,3,2008,7,Historical Observations,2008,55.972,160.595
344040,Telica,10943,Confirmed Eruption,1,2008,7,Historical Observations,2008,12.606,-86.84
241130,Rumble III,14676,Confirmed Eruption,0,2008,7,Historical Observations,,-35.745,178.478
344020,San Cristobal,10894,Confirmed Eruption,1,2008,6,Historical Observations,2008,12.702,-87.004
263340,Raung,16166,Confirmed Eruption,2,2008,6,Historical Observations,2008,-8.119,114.056
266030,Soputan,16439,Confirmed Eruption,3,2008,6,Historical Observations,2008,1.112,124.737
353060,"Azul, Cerro",11720,Confirmed Eruption,1,2008,5,Historical Observations,2008,-0.92,-91.408
257040,Ambrym,15297,Confirmed Eruption,2,2008,5,Historical Observations,2018,-16.25,168.12
263250,Merapi,15924,Uncertain Eruption,unknown,2008,5,,,-7.54,110.446
260010,Barren Island,15387,Confirmed Eruption,2,2008,5,Historical Observations,2010,12.278,93.858
211060,Etna,13852,Confirmed Eruption,1,2008,5,Historical Observations,2009,37.748,14.999
268060,Gamalama,16677,Uncertain Eruption,1,2008,5,,,0.8,127.33
284040,Miyakejima,18280,Confirmed Eruption,1,2008,5,Historical Observations,2008,34.094,139.526
358041,Chaiten,12271,Confirmed Eruption,4,2008,5,Historical Observations,2011,-42.833,-72.646
344100,Masaya,11042,Confirmed Eruption,1,2008,4,Historical Observations,2008,11.984,-86.161
264160,Egon,16278,Confirmed Eruption,2,2008,4,Historical Observations,2008,-8.676,122.455
268030,Ibu,16582,Confirmed Eruption,1,2008,4,Historical Observations,2018,1.488,127.63
261170,Kerinci,15532,Confirmed Eruption,1,2008,3,Historical Observations,,-1.697,101.264
267020,Karangetang,16542,Uncertain Eruption,1,2008,3,,,2.781,125.407
252070,Krummel-Garbuna-Welcker,15008,Confirmed Eruption,1,2008,3,Historical Observations,2008,-5.416,150.027
257050,Lopevi,15323,Uncertain Eruption,2,2008,2,,2008,-16.507,168.346
312070,Veniaminof,20178,Confirmed Eruption,1,2008,2,Historical Observations,2008,56.17,-159.38
282110,Asosan,17351,Confirmed Eruption,1,2008,2,Historical Observations,2008,32.884,131.104
311360,Shishaldin,20101,Uncertain Eruption,1,2008,2,,2008,54.756,-163.97
242050,Monowai,14723,Confirmed Eruption,0,2008,2,Hydrophonic,2008,-25.887,-177.188
352020,Guagua Pichincha,11501,Uncertain Eruption,1,2008,2,,2008,-0.171,-78.598
345040,Poas,11191,Confirmed Eruption,1,2008,1,Historical Observations,2008,10.2,-84.233
390090,Saunders,20899,Confirmed Eruption,0,2008,1,Historical Observations,2008,-57.8,-26.483
284040,Miyakejima,18279,Confirmed Eruption,1,2008,1,Historical Observations,2008,34.094,139.526
351050,"Huila, Nevado del",11313,Confirmed Eruption,2,2008,1,Historical Observations,2008,2.93,-76.03
357110,Llaima,12077,Confirmed Eruption,3,2008,1,Historical Observations,2009,-38.692,-71.729
252120,Ulawun,15076,Uncertain Eruption,1,2007,12,,,-5.05,151.33
261160,Talang,15499,Confirmed Eruption,2,2007,11,Historical Observations,2007,-0.979,100.681
284200,Anatahan,18538,Confirmed Eruption,2,2007,11,Historical Observations,2008,16.35,145.67
344120,Concepcion,11076,Confirmed Eruption,2,2007,11,Historical Observations,2007,11.538,-85.622
344020,San Cristobal,10893,Confirmed Eruption,1,2007,11,Historical Observations,,12.702,-87.004
344040,Telica,10942,Confirmed Eruption,1,2007,10,Historical Observations,2008,12.606,-86.84
262000,Krakatau,15626,Confirmed Eruption,2,2007,10,Historical Observations,2008,-6.102,105.423
263280,Kelut,15958,Confirmed Eruption,2,2007,10,Historical Observations,2008,-7.93,112.308
351080,Galeras,11379,Confirmed Eruption,3,2007,10,Historical Observations,2008,1.22,-77.37
221010,"Tair, Jebel at",13923,Confirmed Eruption,3,2007,9,Historical Observations,2008,15.55,41.83
241100,Ruapehu,14669,Confirmed Eruption,1,2007,9,Historical Observations,2007,-39.28,175.57
261170,Kerinci,15531,Confirmed Eruption,1,2007,9,Historical Observations,2007,-1.697,101.264
252080,Witori,15029,Confirmed Eruption,1,2007,8,Historical Observations,2007,-5.576,150.516
268060,Gamalama,16676,Uncertain Eruption,1,2007,8,,,0.8,127.33
290360,Chikurachki,18859,Confirmed Eruption,2,2007,8,Historical Observations,2007,50.324,155.461
312030,Pavlof,20153,Confirmed Eruption,2,2007,8,Historical Observations,2007,55.417,-161.894
221115,Manda Hararo,13943,Confirmed Eruption,2,2007,8,Historical Observations,2007,12.17,40.82
263340,Raung,16165,Confirmed Eruption,2,2007,7,Historical Observations,2007,-8.119,114.056
268040,Gamkonora,16595,Confirmed Eruption,2,2007,7,Historical Observations,2007,1.38,127.53
311240,Cleveland,19825,Confirmed Eruption,2,2007,6,Historical Observations,2008,52.825,-169.944
266030,Soputan,16438,Confirmed Eruption,3,2007,6,Historical Observations,2007,1.112,124.737
222120,"Lengai, Ol Doinyo",13828,Confirmed Eruption,3,2007,6,Historical Observations,2010,-2.764,35.914
344040,Telica,10941,Uncertain Eruption,1,2007,6,,2007,12.606,-86.84
357110,Llaima,12076,Confirmed Eruption,2,2007,5,Historical Observations,2007,-38.692,-71.729
251070,Ritter Island,14977,Confirmed Eruption,1,2007,5,Historical Observations,2007,-5.519,148.115
300250,Bezymianny,19385,Confirmed Eruption,3,2007,5,Historical Observations,2007,55.972,160.595
252120,Ulawun,15075,Confirmed Eruption,2,2007,5,Historical Observations,2007,-5.05,151.33
257050,Lopevi,15322,Confirmed Eruption,2,2007,4,Historical Observations,2007,-16.507,168.346
255060,Kavachi,15180,Confirmed Eruption,1,2007,4,Historical Observations,2007,-8.991,157.979
283040,Ontakesan,20962,Confirmed Eruption,0,2007,3,Historical Observations,,35.893,137.48
211060,Etna,13849,Confirmed Eruption,2,2007,3,Historical Observations,2008,37.748,14.999
261160,Talang,15498,Confirmed Eruption,2,2007,3,Historical Observations,2007,-0.979,100.681
352010,Reventador,11448,Confirmed Eruption,2,2007,3,Historical Observations,2007,-0.077,-77.656
290360,Chikurachki,18858,Confirmed Eruption,2,2007,3,Historical Observations,2007,50.324,155.461
351050,"Huila, Nevado del",11312,Confirmed Eruption,3,2007,2,Historical Observations,2007,2.93,-76.03
300260,Klyuchevskoy,19483,Confirmed Eruption,2,2007,2,Historical Observations,2007,56.056,160.642
344120,Concepcion,11075,Confirmed Eruption,1,2007,2,Historical Observations,2007,11.538,-85.622
264260,"Tara, Batu",16353,Confirmed Eruption,2,2007,1,Historical Observations,2015,-7.791,123.585
233010,Karthala,14208,Confirmed Eruption,2,2007,1,Historical Observations,2007,-11.75,43.38
266030,Soputan,16434,Confirmed Eruption,1,2006,12,Historical Observations,2006,1.112,124.737
242050,Monowai,14722,Confirmed Eruption,0,2006,12,Hydrophonic,2007,-25.887,-177.188
344040,Telica,10940,Confirmed Eruption,1,2006,12,Historical Observations,2007,12.606,-86.84
284170,Pagan,18522,Confirmed Eruption,1,2006,12,Historical Observations,2006,18.13,145.8
223020,Nyamuragira,14084,Confirmed Eruption,2,2006,11,Historical Observations,2006,-1.408,29.2
311161,Korovin,19768,Confirmed Eruption,1,2006,11,Historical Observations,2007,52.381,-174.166
257040,Ambrym,15296,Confirmed Eruption,2,2006,11,Historical Observations,2007,-16.25,168.12
251070,Ritter Island,14976,Confirmed Eruption,1,2006,10,Historical Observations,2006,-5.519,148.115
273010,Bulusan,16771,Confirmed Eruption,2,2006,10,Historical Observations,2007,12.769,124.056
241100,Ruapehu,14668,Confirmed Eruption,1,2006,10,Historical Observations,2006,-39.28,175.57
261230,Dempo,15574,Confirmed Eruption,1,2006,9,Historical Observations,2006,-4.016,103.121
345040,Poas,11190,Confirmed Eruption,1,2006,9,Historical Observations,2006,10.2,-84.233
312260,Fourpeaked,20250,Confirmed Eruption,2,2006,9,Historical Observations,2006,58.77,-153.672
261160,Talang,15497,Confirmed Eruption,1,2006,9,Historical Observations,2006,-0.979,100.681
344120,Concepcion,11074,Confirmed Eruption,2,2006,9,Historical Observations,2006,11.538,-85.622
284040,Miyakejima,18278,Confirmed Eruption,1,2006,8,Historical Observations,2006,34.094,139.526
252140,Rabaul,15100,Confirmed Eruption,4,2006,8,Historical Observations,2010,-4.271,152.203
252010,Langila,15002,Confirmed Eruption,2,2006,8,Historical Observations,2008,-5.525,148.42
243080,Home Reef,14771,Confirmed Eruption,2,2006,8,Historical Observations,2006,-18.992,-174.775
344100,Masaya,11041,Confirmed Eruption,1,2006,8,Historical Observations,2006,11.984,-86.161
344040,Telica,10939,Confirmed Eruption,1,2006,8,Historical Observations,2006,12.606,-86.84
233020,"Fournaise, Piton de la",14389,Confirmed Eruption,1,2006,7,Historical Observations,2007,-21.244,55.708
211060,Etna,13848,Confirmed Eruption,2,2006,7,Historical Observations,2006,37.748,14.999
273030,Mayon,16817,Confirmed Eruption,1,2006,7,Historical Observations,2006,13.257,123.685
267020,Karangetang,16541,Confirmed Eruption,1,2006,7,Historical Observations,2007,2.781,125.407
264260,"Tara, Batu",16352,Uncertain Eruption,1,2006,7,,2006,-7.791,123.585
390090,Saunders,13221,Confirmed Eruption,0,2006,6,Historical Observations,2006,-57.8,-26.483
272020,Kanlaon,16638,Confirmed Eruption,2,2006,6,Historical Observations,2006,10.412,123.132
233010,Karthala,14207,Confirmed Eruption,0,2006,5,Historical Observations,2006,-11.75,43.38
